,"PCIAT,PCIAT_Total","IAT,IAT_Total","PreInt_EduHx,recent_grades","WHODAS_P,WHODAS_P_Total","WHODAS_SR,WHODAS_SR_Score","CIS_P,CIS_P_Score","CIS_SR,CIS_SR_Total"
1,0.10750835869351802,0.02561581957575329,0.27024563920082745,0.14981397768028415,0.1163067548668436,0.3384868501202184,0.23841257343524885
2,0.18829885862783757,0.04633808438311318,0.31094673882903506,0.23483593185064938,0.15106783763511394,0.46950601242513057,0.28751828553870706
3,0.2526512047127848,0.059684240976002334,0.31663960817953385,0.29760061825122924,0.18390629713745305,0.5169642577021165,0.32062104763422616
4,0.27998958114416267,0.06808525766847931,0.32977023914550196,0.32997467959183746,0.2058656795978576,0.5584957183124373,0.34131404212068717
5,0.30079714764435805,0.0757797320361024,0.339906083416213,0.3607206756763783,0.22002238766248358,0.5850166125003691,0.36158038910580803
6,0.31218018872304004,0.08541961920113879,0.3410467933034079,0.38141894748951516,0.23831339275848507,0.6113979512275436,0.37216192750468674
7,0.3163489821982529,0.09258863956357319,0.3448883550393502,0.3974576839401637,0.24409949753911792,0.637919176487086,0.379511855188145
8,0.32109087287005866,0.09944527538108232,0.3507102896714795,0.4189059511061141,0.248818436318256,0.6464129178854238,0.38682354435999033
9,0.32774746415400313,0.10666116213258772,0.35087112995084585,0.43122021840529673,0.25700349555605045,0.6554689423008391,0.4006729010383995
10,0.3346571500566242,0.11144658168553224,0.35399695372161893,0.44027005496690597,0.2650547657115569,0.6639113651272268,0.4066324414275038
11,0.34086499618968935,0.11744928753723727,0.3579024121850066,0.44624342543253515,0.2726361461863658,0.6720996805252489,0.406928036689325
12,0.3466053084987346,0.12189798525931278,0.35949286150010046,0.45026296294554474,0.2770095865501425,0.6746074084400837,0.40997044685193484
13,0.3474376203150895,0.12443697982708937,0.36068027409617276,0.4568083204129231,0.2829942036133852,0.6802369613391256,0.4140809501785313
14,0.34983539914758677,0.128605550830572,0.36044862432054325,0.4619086768322459,0.2867569375105812,0.6830504003422604,0.4144777840310029
15,0.3566093019071142,0.13550887975954465,0.3627641203175265,0.46401830706777225,0.2874386136901719,0.686713507137769,0.4169803582883713
16,0.3610323042051016,0.14057862589469194,0.3643192612927807,0.4650782153211621,0.29182143511540004,0.6896762280640595,0.4242077307545631
17,0.3680647271792494,0.1506800271424371,0.3675788981623321,0.4657968669602557,0.2941042497094155,0.6922282238446795,0.42574491398725595
18,0.36961041442289133,0.15480127440584812,0.3655893883443203,0.47001763467569857,0.2933839062046277,0.694351666020175,0.42846234440796
19,0.36817930756749573,0.15656559615827725,0.3687395971627858,0.4708030275757483,0.2950296806343456,0.6982710250589987,0.429360555950464
20,0.3702863090903353,0.15904779653811718,0.3687930704950986,0.47261742559919995,0.2993931845427414,0.7013320560165328,0.4329579888013175
